Preface growth leverage computational raw knowledge support especially true decision application domains medicine security safety learning discovery intelligence “micro telescope allows far away “big data enable perception useful knowledge data help improve chosen	 Preface The growth of “big data” created unprecedented opportunities to leverage computational and statistical approaches to turn raw data into actionable knowledge that can support various application tasks  This is especially true for the optimization of decision making in virtually all application domains such as health and medicine security and safety learning and education scientific discovery and business intelligence  Just as a microscope enables us to see things in the “micro world” and a telescope allows us to see things far away one can imagine a “big data scope” would enable us to extend our perception ability to “see” useful hidden information and knowledge buried in the data which can help make predictions and improve the optimality of a chosen decision.
This virtually health medicine education business	 This is especially true for the optimization of decision making in virtually all application domains such as health and medicine security and safety learning and education scientific discovery and business intelligence.
data include data form natural text	 Text data include all data in the form of natural language text e g.
English text pages news scientific emails government kinds data role	g  English text or Chinese text all the web pages social media data such as tweets news scientific literature emails government documents and many other kinds of enterprise data  Text data play an essential role in our lives.
Text	 Text data play an essential role in our lives.
explosive text data makes impossible difficult people consume manner Thus intelligent help data quickly accurately time need growth	 The explosive growth of text data makes it impossible or at least very difficult for people to consume all the relevant text data in a timely manner  Thus there is an urgent need for developing intelligent information retrieval systems to help people manage the text data and get access to the needed relevant information quickly and accurately at any time  This need is a major reason behind the recent growth of the web search engine industry.
This need recent web engine fact humans communication purposes rich valuable information	 This need is a major reason behind the recent growth of the web search engine industry  Due to the fact that text data are produced by humans for communication purposes they are generally rich in semantic content and often contain valuable knowledge information opinions and preferences of people.
fact data produced communication generally rich contain opinions	 Due to the fact that text data are produced by humans for communication purposes they are generally rich in semantic content and often contain valuable knowledge information opinions and preferences of people.
“big great discover knowledge applications especially knowledge human text data.	 Thus as a special kind of “big data” text data offer a great opportunity to discover various kinds of knowledge useful for many applications especially knowledge about human opinions and preferences which is often directly expressed in text data.
For tap opinionated data product reviews discussions text	 For example it is now the norm for people to tap into opinionated text data such as product reviews forum discussions and social media text to obtain opinions.
intelligent software discover knowledge optimizing complete efficiently While supporting text mining search supporting significant progress area recent specialized text mining The subtitle major topics text	 Once again due to the overwhelming amount of information people need intelligent software tools to help discover relevant knowledge for optimizing decisions or helping them complete their tasks more efficiently  While the technology for supporting text mining is not yet as mature as search engines for supporting text access significant progress has been made in this area in recent years and specialized text mining tools have now been widely used in many application domains  The subtitle of this book suggests that we cover two major topics information retrieval and text mining.
text mining mature text access area text tools widely The book suggests major text mining roughly correspond needed build application systems i.	 While the technology for supporting text mining is not yet as mature as search engines for supporting text access significant progress has been made in this area in recent years and specialized text mining tools have now been widely used in many application domains  The subtitle of this book suggests that we cover two major topics information retrieval and text mining  These two topics roughly correspond to the techniques needed to build the two types of application systems discussed above i.
book major retrieval	 The subtitle of this book suggests that we cover two major topics information retrieval and text mining.
These topics roughly correspond techniques build application systems i.	 These two topics roughly correspond to the techniques needed to build the two types of application systems discussed above i.
e analytics artificial structure application use techniques topic areas contrast conform welldefined schemas easy computers structure development intelligent discussed requires processing content encoded text.	e  search engines and text analytics systems although the separation of the two is mostly artificial and only meant to help provide a highlevel structure for the book and a sophisticated application system likely would use many techniques from both topic areas  In contrast to structured data which conform to welldefined schemas and are thus relatively easy for computers to handle text has less explicit structure so the development of intelligent software tools discussed above requires computer processing to understand the content encoded in text.
search engines text systems meant provide highlevel structure sophisticated In contrast welldefined schemas relatively text explicit intelligent software requires understand content	 search engines and text analytics systems although the separation of the two is mostly artificial and only meant to help provide a highlevel structure for the book and a sophisticated application system likely would use many techniques from both topic areas  In contrast to structured data which conform to welldefined schemas and are thus relatively easy for computers to handle text has less explicit structure so the development of intelligent software tools discussed above requires computer processing to understand the content encoded in text.
This materials course e Text Information Massive Online Courses Retrieval Search Engines” Mining taught author Coursera	 This book is primarily based on the materials that the authors have used for teaching a course on the topic of text data management and analysis i e  CS410 Text Information Systems at the University of Illinois at Urbana–Champaign as well as the two Massive Open Online Courses MOOCs on “Text Retrieval and Search Engines” and “Text Mining and Analytics” taught by the first author on Coursera in 2015.
	e.
directly match similar	 Most of the materials in the book directly match those of these two MOOCs with also similar structures of topics.
As book main reference MOOCs.	 As such the book can be used as a main reference book for any of these two MOOCs.
2010 et al.	 2010 Search Engines Information Retrieval in Practice by Croft et al.
	 2008.
contrast Mining far mature actually question.	 In contrast with IR Text Mining TM is far from mature and is actually still in its infancy  Indeed how to define TM precisely remains an open question.
open question.	 Indeed how to define TM precisely remains an open question.
As textbook major representative	 As a textbook on TM our book provides a basic introduction to the major representative techniques for TM.
	 the META toolkit available at httpsmetatoolkit.
Many exercises book toolkit readers practical skills book solve This consists Part overview content background later.	 Many exercises in the book are also designed based on this toolkit to help readers acquire practical skills of experimenting with the learned techniques from the book and applying them to solve realworld application problems  This book consists of four parts  Part I provides an overview of the content covered in the book and some background knowledge needed to understand the chapters later.
parts Part I needed understand chapters II contain Text Access techniques called	 This book consists of four parts  Part I provides an overview of the content covered in the book and some background knowledge needed to understand the chapters later  Parts II and III contain the major content of the book and cover a wide range of techniques in IR called Text Data Access techniques and techniques in TM called Text Data Analysis techniques respectively.
Part provides overview background later Parts II major called Data Access techniques called Text Data techniques	 Part I provides an overview of the content covered in the book and some background knowledge needed to understand the chapters later  Parts II and III contain the major content of the book and cover a wide range of techniques in IR called Text Data Access techniques and techniques in TM called Text Data Analysis techniques respectively.
contain content range Data techniques techniques called respectively.	 Parts II and III contain the major content of the book and cover a wide range of techniques in IR called Text Data Access techniques and techniques in TM called Text Data Analysis techniques respectively.
Part summarizes techniques combined provide support text	 Part IV summarizes the book with a unified framework for text management and analysis where many techniques of IR and TM can be combined to provide more advanced support for text data access and analysis with humans in the loop to control the workflow.
experiment algorithms textbook undergraduate course reference course aspects practitioners range practical managing analyzing build interesting	 META can be used by anyone to easily experiment with algorithms and build applications but modifying it or extending it would require at least some basic knowledge of C programming  The book can be used as a textbook for an upperlevel undergraduate course on information retrieval and text mining or a reference book for a graduate course to cover practical aspects of information retrieval and text mining  It should also be useful to practitioners in industry to help them acquire a wide range of practical techniques for managing and analyzing text data that they can use immediately to build various interesting realworld applications.
textbook upperlevel undergraduate text book course cover information text	 The book can be used as a textbook for an upperlevel undergraduate course on information retrieval and text mining or a reference book for a graduate course to cover practical aspects of information retrieval and text mining.
useful practitioners acquire wide range techniques managing analyzing text data build interesting decades online information According California “.	 It should also be useful to practitioners in industry to help them acquire a wide range of practical techniques for managing and analyzing text data that they can use immediately to build various interesting realworld applications  Introduction In the last two decades we have experienced an explosive growth of online information  According to a study done at University of California Berkeley back in 2003 “.
decades information.	 Introduction In the last two decades we have experienced an explosive growth of online information.
According University Berkeley	 According to a study done at University of California Berkeley back in 2003 “.
	.
.	.
world produces 1 unique 250 child kinds comprise	the world produces between 1 and 2 exabytes 1018 petabytes of unique information per year which is roughly 250 megabytes for every man woman and child on earth  Printed documents of all kinds comprise only .
Printed documents comprise 03 et al.	 Printed documents of all kinds comprise only  03 of the total ” Lyman et al.
” et 2003 textual	03 of the total ” Lyman et al  2003 A large amount of online information is textual information i.
A large online information	 2003 A large amount of online information is textual information i e  in natural language text.
e text For example Berkeley cited .	e  in natural language text  For example according to the Berkeley study cited above “Newspapers represent 25 terabytes annually magazines represent 10 terabytes .
For example Berkeley study terabytes annually	 For example according to the Berkeley study cited above “Newspapers represent 25 terabytes annually magazines represent 10 terabytes .
office represent terabytes.	     office documents represent 195 terabytes.
office documents	   office documents represent 195 terabytes.
billion sent year terabytes ” Of articles tweets literature documents etc.	 It is estimated that 610 billion emails are sent each year representing 11000 terabytes ” Of course there are also blog articles forum posts tweets scientific literature government documents etc.
Roe 2012 trillion sent IDC report digital 300 trillion While general information especially important arguably following	 Roe 2012 updates the email count from 610 billion emails in 2003 to 107 trillion emails sent in 2010  According to a recent IDC report report Gantz  Reinsel 2012 from 2005 to 2020 the digital universe will grow by a factor of 300 from 130 exabytes to 40000 exabytes or 40 trillion gigabytes  While in general all kinds of online information are useful textual information plays an especially important role and is arguably the most useful kind of information for the following reasons.
recent IDC report 2012 gigabytes general online information information especially role arguably kind information natural way encoding	 According to a recent IDC report report Gantz  Reinsel 2012 from 2005 to 2020 the digital universe will grow by a factor of 300 from 130 exabytes to 40000 exabytes or 40 trillion gigabytes  While in general all kinds of online information are useful textual information plays an especially important role and is arguably the most useful kind of information for the following reasons  Text natural language is the most natural way of encoding human knowledge.
plays especially information following	 While in general all kinds of online information are useful textual information plays an especially important role and is arguably the most useful kind of information for the following reasons.
result form example exclusively manuals detailed explanations operate	 As a result most human knowledge is encoded in the form of text data  For example scientific knowledge almost exclusively exists in scientific literature while technical manuals contain detailed explanations of how to operate devices.
knowledge exclusively Text common type	 For example scientific knowledge almost exclusively exists in scientific literature while technical manuals contain detailed explanations of how to operate devices  Text is by far the most common type of information encountered by people.
Text far information people.	 Text is by far the most common type of information encountered by people.
produces text form expressive sense images Indeed image engines supported matching companion “matching”	 Indeed most of the information a person produces and consumes daily is in text form  4 Chapter 1 Introduction Text is the most expressive form of information in the sense that it can be used to describe other media such as video or images  Indeed image search engines such as those supported by Google and Bing often rely on matching companion text of images to retrieve “matching” images to a user’s keyword query.
Chapter expressive media images Indeed image search engines Google Bing matching companion text retrieve keyword query.	 4 Chapter 1 Introduction Text is the most expressive form of information in the sense that it can be used to describe other media such as video or images  Indeed image search engines such as those supported by Google and Bing often rely on matching companion text of images to retrieve “matching” images to a user’s keyword query.
matching companion images user’s text created software related people exploit text	 Indeed image search engines such as those supported by Google and Bing often rely on matching companion text of images to retrieve “matching” images to a user’s keyword query  The explosive growth of online text information has created a strong demand for intelligent software tools to provide the following two related services to help people manage and exploit big text data  Text Retrieval.
Retrieval.	 Text Retrieval.
The growth data people	 The growth of text data makes it impossible for people to consume the data in a timely manner.
encode generally leading	 Since text data encode much of our accumulated knowledge they generally cannot be discarded leading to e g.
large individual’s capacity skim	g  the accumulation of a large amount of literature data which is now beyond any individual’s capacity to even skim over.
accumulation large over.	 the accumulation of a large amount of literature data which is now beyond any individual’s capacity to even skim over.
growth new created	 The rapid growth of online text information also means that no one can possibly digest all the new information created on a daily basis.
text access quickly leading web Indeed search Bing essential daily life	 Thus there is an urgent need for developing intelligent text retrieval systems to help people get access to the needed relevant information quickly and accurately leading to the recent growth of the web search industry  Indeed web search engines like Google and Bing are now an essential part of our daily life serving millions of queries daily.
Indeed search Bing daily life millions In general search useful relatively e.	 Indeed web search engines like Google and Bing are now an essential part of our daily life serving millions of queries daily  In general search engines are useful anywhere there is a relatively large amount of text data e.
g enterprise specific Text	g  desktop search enterprise search or literature search in a specific domain such as PubMed  Text Mining.
search literature specific	 desktop search enterprise search or literature search in a specific domain such as PubMed.
communication purposes generally rich people discovering knowledge especially knowledge human opin directly expressed text	 Text Mining  Due to the fact that text data are produced by humans for communication purposes they are generally rich in semantic content and often contain valuable knowledge information opinions and preferences of people  As such they offer great opportunity for discovering various kinds of knowledge useful for many applications especially knowledge about human opin ions and preferences which is often directly expressed in text data.
offer great knowledge useful applications especially human preferences	 As such they offer great opportunity for discovering various kinds of knowledge useful for many applications especially knowledge about human opin ions and preferences which is often directly expressed in text data.
opinionated data forum media interesting optimize decisionmaking product choosing overwhelming people need software knowledge decisions help efficiently mining mature search access significant recent text mining tools widely application	 For example it is now the norm for people to tap into opinionated text data such as product reviews forum discussions and social media text to obtain opinions about topics interesting to them and optimize various decisionmaking tasks such as purchasing a product or choosing a service  Once again due to the overwhelming amount of information people need intelligent software tools to help discover relevant knowledge to optimize decisions or help them complete their tasks more efficiently  While the technology for supporting text mining is not yet as mature as search engines for supporting text access significant progress has been made in this area in recent years and specialized text mining tools have now been widely used in many application domains.
While supporting text mature engines progress area recent years mining In contrast structured schemas easy handle text software content encoded text The current processing enable understand involved wide range analysis data developed past	 While the technology for supporting text mining is not yet as mature as search engines for supporting text access significant progress has been made in this area in recent years and specialized text mining tools have now been widely used in many application domains  In contrast to structured data which conform to welldefined schemas and are thus relatively easy for computers to handle text has less explicit structure so the development of intelligent software tools discussed above requires computer processing to understand the content encoded in text  The current technology of natural language processing has not yet reached a point to enable a computer to precisely understand natural language text a main reason why humans often should be involved in the loop but a wide range of statistical and heuristic approaches to management and analysis of text data have been developed over the past few decades.
technology enable precisely understand main reason involved loop wide approaches text data developed past	 The current technology of natural language processing has not yet reached a point to enable a computer to precisely understand natural language text a main reason why humans often should be involved in the loop but a wide range of statistical and heuristic approaches to management and analysis of text data have been developed over the past few decades.
They analyze natural language book introduction skills useful information systems.	 They are usually very robust and can be applied to analyze and manage text data in any natural language and about any topic  This book intends to provide a systematic introduction to many of these approaches with an emphasis on covering the most useful knowledge and skills required to build a variety of practically useful text information systems.
This provide introduction emphasis knowledge build useful The e.	 This book intends to provide a systematic introduction to many of these approaches with an emphasis on covering the most useful knowledge and skills required to build a variety of practically useful text information systems  The two services discussed above i e.
text retrieval natural analyzing shown 1.	 text retrieval and text mining conceptually correspond to the two natural steps in the process of analyzing any “big text data” as shown in Figure 1.
	1.
raw data large application small data relevant data particular application decisionmaking problem unnecessary large amounts text data This raw big smaller relevant text help	 While the raw text data may be large a specific application often requires only a small amount of most relevant text data thus conceptually the very first step in any application should be to identify the relevant text data to a particular application or decisionmaking problem and avoid the unnecessary processing of large amounts of nonrelevant text data  This first step of converting the raw big text data into much smaller but highly relevant text data is often accomplished by techniques of text retrieval with help from users e.
step smaller techniques help e.	 This first step of converting the raw big text data into much smaller but highly relevant text data is often accomplished by techniques of text retrieval with help from users e.
g collect data decision	g  users may use multiple queries to collect all the relevant text data for a decision problem.
users decision problem.	 users may use multiple queries to collect all the relevant text data for a decision problem.
Once small set analyze data users knowledge data.	 6 Chapter 1 Introduction Once we obtain a small set of most relevant text data we would need to further analyze the text data to help users digest the content and knowledge in the text data.
text discover knowledge patterns text data support task assessing knowledge original raw data discovered knowledge verify useful access decisionsupport knowledge	 This is the text mining step where the goal is to further discover knowledge and patterns from text data so as to support a user’s task  Furthermore due to the need for assessing trustworthiness of any discovered knowledge users generally have a need to go back to the original raw text data to obtain appropriate context for interpreting the discovered knowledge and verify the trustworthiness of the knowledge hence a search engine system which is primarily useful for text access also has to be available in any textbased decisionsupport system for supporting knowledge provenance.
need assessing discovered users generally raw data interpreting discovered knowledge engine supporting steps conceptually interleaved fullfledged intelligent	 Furthermore due to the need for assessing trustworthiness of any discovered knowledge users generally have a need to go back to the original raw text data to obtain appropriate context for interpreting the discovered knowledge and verify the trustworthiness of the knowledge hence a search engine system which is primarily useful for text access also has to be available in any textbased decisionsupport system for supporting knowledge provenance  The two steps are thus conceptually interleaved and a fullfledged intelligent text information system must integrate both in a unified framework.
steps interleaved fullfledged text unified	 The two steps are thus conceptually interleaved and a fullfledged intelligent text information system must integrate both in a unified framework.
pointing “big data” text data different kinds produced directly data g.	 It is worth pointing out that put in the context of “big data” text data is very different from other kinds of data because it is generally produced directly by humans and often also meant to be consumed by humans as well  In contrast other data tend to be machinegenerated data e g.
In g data collected sensors.	 In contrast other data tend to be machinegenerated data e g  data collected by using all kinds of physical sensors.
g collected kinds sensors Since humans understand data far computers involvement process text absolutely crucial big applications optimally divide machines collaboration “combined intelligence” general data analysis.	g  data collected by using all kinds of physical sensors  Since humans can understand text data far better than computers can involvement of humans in the process of mining and analyzing text data is absolutely crucial much more necessary than in other big data applications and how to optimally divide the work between humans and machines so as to optimize the collaboration between humans and machines and maximize their “combined intelligence” with minimum human effort is a general challenge in all applications of text data management and analysis.
sensors far involvement process mining text necessary applications optimally divide machines machines maximize intelligence” minimum general challenge applications text analysis.	 data collected by using all kinds of physical sensors  Since humans can understand text data far better than computers can involvement of humans in the process of mining and analyzing text data is absolutely crucial much more necessary than in other big data applications and how to optimally divide the work between humans and machines so as to optimize the collaboration between humans and machines and maximize their “combined intelligence” with minimum human effort is a general challenge in all applications of text data management and analysis.
The regarded assist humans information retrieval systems large application problem effectively raw text data smaller text processed text data useful task completion support With steps Figure 1 followed unified information system.	 The two steps discussed above can be regarded as two different ways for a text information system to assist humans information retrieval systems assist users in finding from a large collection of text data the most relevant text data that are actually needed for solving a specific application problem thus effectively turning big raw text data into much smaller relevant text data that can be more easily processed by humans while text mining application systems can assist users in analyzing patterns in text data to extract and discover useful actionable knowledge directly useful for task completion or decision making thus providing more direct task support for users  With this view we partition the techniques covered in the book into two parts to match the two steps shown in Figure 1 1 which are then followed by one chapter to discuss how all the techniques may be integrated in a unified text information system.
With view techniques covered match shown	 With this view we partition the techniques covered in the book into two parts to match the two steps shown in Figure 1.
1 integrated	1 which are then followed by one chapter to discuss how all the techniques may be integrated in a unified text information system.
book provide major concepts information text mining practical viewpoint includes companion toolkit META help readers learn	 The book attempts to provide a complete coverage of all the major concepts techniques and ideas in information retrieval and text data mining from a practical viewpoint  It includes many handson exercises designed with a companion software toolkit META to help readers learn how to apply techniques of information 1.
companion software toolkit help readers information 1 text mining realworld text data experiment improve interesting This book textbook graduates library scientists reference book practitioners working relevant managing data.	 It includes many handson exercises designed with a companion software toolkit META to help readers learn how to apply techniques of information 1 1 Functions of Text Information Systems 7 retrieval and text mining to realworld text data and learn how to experiment with and improve some of the algorithms for interesting application tasks  This book can be used as a textbook for computer science undergraduates and graduates library and information scientists or as a reference book for practitioners working on relevant application problems in analyzing and managing text data.
1 Information 7 text mining learn experiment tasks.	1 Functions of Text Information Systems 7 retrieval and text mining to realworld text data and learn how to experiment with and improve some of the algorithms for interesting application tasks.
This textbook scientists reference relevant problems data	 This book can be used as a textbook for computer science undergraduates and graduates library and information scientists or as a reference book for practitioners working on relevant application problems in analyzing and managing text data  1.
perspective text TIS capabilities illustrated 1 2	1 Functions of Text Information Systems From a user’s perspective a text information system TIS can offer three distinct but related capabilities as illustrated in Figure 1 2  Information Access.
	2.
Information This capability user useful information	 Information Access  This capability gives a user access to the useful information when the user needs it.
This capability gives access needs	 This capability gives a user access to the useful information when the user needs it.
Since main purpose relevant minimum sufficient relevant items	 Since the main purpose of Information Access is to connect a user with relevant information a TIS offering this capability generally only does minimum analysis of text data sufficient for matching relevant information with a user’s information need and the original inforation items e g.
	g.
web delivered form delivered text generally need information items information Text	 web pages are often delivered to the user in their original form though summaries of the delivered items are often provided  From the perspective of text analysis a user would generally need to read the information items to further digest and exploit the delivered information  Knowledge Acquisition Text Analysis.
This enables text obtain large TIS data patterns referred	 This capability enables a user to acquire useful knowledge encoded in the text data that is not easy for a user to obtain without synthesizing and analyzing a relatively large portion of the data  In this case a TIS can analyze a large amount of text data to discover interesting patterns buried in text  A TIS with the capability of knowledge acquisition can be referred to as an analysis engine.
case TIS A TIS acquisition For example search engine reviews user major positive product compare multiple similar	 In this case a TIS can analyze a large amount of text data to discover interesting patterns buried in text  A TIS with the capability of knowledge acquisition can be referred to as an analysis engine  For example while a search engine can return relevant reviews of a product to a user an analysis engine would enable a user to obtain directly the major positive or negative opinions about the product and to compare opinions about multiple similar products.
A referred engine.	 A TIS with the capability of knowledge acquisition can be referred to as an analysis engine.
search return relevant analysis enable directly product opinions multiple TIS acquisition generally text synthesize information text new information knowledge	 For example while a search engine can return relevant reviews of a product to a user an analysis engine would enable a user to obtain directly the major positive or negative opinions about the product and to compare opinions about multiple similar products  A TIS offering the capability of knowledge acquisition generally would have to analyze text data in more detail and synthesize information from multiple text documents discover interesting patterns and create new information or knowledge  Text Organization.
data multiple text documents discover interesting patterns new knowledge.	 A TIS offering the capability of knowledge acquisition generally would have to analyze text data in more detail and synthesize information from multiple text documents discover interesting patterns and create new information or knowledge.
annotate text documents topical structures connected space following structures.	 This capability enables a TIS to annotate a collection of text documents with meaningful topical structures so that scattered information can be connected and a user can navigate in the information space by following the structures.
text directly users general facilitating access knowledge capability plays role TIS access example added allow browse following	 While such structures may be regarded as “knowledge” acquired from the text data and thus can be directly useful to users in general they are often only useful for facilitating either information access or knowledge acquisition or both  In this sense the capability of text organization plays a supporting role in a TIS to make information access and knowledge acquisition more effective  For example the added structures can allow a user to search with constraints on structures or browse by following structures.
sense capability text supporting information knowledge For added allow constraints structures.	 In this sense the capability of text organization plays a supporting role in a TIS to make information access and knowledge acquisition more effective  For example the added structures can allow a user to search with constraints on structures or browse by following structures.
For user search constraints structures leveraged perform detailed consideration	 For example the added structures can allow a user to search with constraints on structures or browse by following structures  The structures can also be leveraged to perform detailed analysis with consideration of constraints on structures.
leveraged perform consideration constraints structures pull mode user initiative “pull” useful waits user respond information.	 The structures can also be leveraged to perform detailed analysis with consideration of constraints on structures  Information access can be further classified into two modes pull and push  In the pull mode the user takes initiative to “pull” the useful information out from the system in this case the system plays a passive role and waits for a user to make a request to which the system would then respond with relevant information.
In mode takes initiative useful case user respond	 In the pull mode the user takes initiative to “pull” the useful information out from the system in this case the system plays a passive role and waits for a user to make a request to which the system would then respond with relevant information.
e	e  a temporary information need e g.
need	 a temporary information need e g.
opinions example search engine Google serves user mode.	 an immediate need for opinions about a product  For example a search engine like Google generally serves a user in pull mode.
example search pull	 For example a search engine like Google generally serves a user in pull mode.
In takes initiative “push” user information useful user relatively information	 In the push mode the system takes initiative to “push” recommend to the user an information item that the system believes is useful to the user  The push mode often works well when the user has a relatively stable information need e g.
The works information need e know “in interests user	 The push mode often works well when the user has a relatively stable information need e g  hobby of a person in such a case a system can know “in advance” a user’s preferences and interests making it feasible to recommend information to a user without having the user to take the initiative.
g case advance” user’s making feasible user book.	g  hobby of a person in such a case a system can know “in advance” a user’s preferences and interests making it feasible to recommend information to a user without having the user to take the initiative  We cover both modes of information access in this book.
