book treats books conceptual analyzing data gap applications providing companion Readers know history research early milestones look collection readings Sparck topic mining multiple	 More importantly this book treats all these topics in a more systematic way than existing books by framing them in a unified coherent conceptual framework for managing and analyzing big text data the book also attempts to minimize the gap between abstract explanation of algorithms and practical applications by providing a companion toolkit for many exercises  Readers who want to know more about the history of IR research and the major early milestones should take a look at the collection of readings in Sparck Jones and Willett 1997  The topic of text mining has also been covered in multiple books e.
	e.
2 help text knowledge	 data reduction and 2 help users verify the source text articles from which knowledge is discovered by a text mining algorithm i.
provides coverage text book readily text data human	 knowledge provenance  As a result this book provides a more complete coverage of techniques required for developing big text data applications  The focus of this book is on covering algorithms that are general and robust which can be readily applied to any text data in any natural language often with no or minimum human effort.
interested IE Sarawagi 2008 review Jiang	 Readers who are interested in knowing more about IE can start with the survey book Sarawagi 2008 and review articles Jiang 2012.
2011 learning	 BaezaYates and RibeiroNeto 2011 and books on machine learning e.
Basics Statistics models important text mining algorithms section sufficient vocabulary understand	1 Basics of Probability and Statistics As we will see later in this chapter and in many other chapters probabilistic or statistical models play a very important role in text mining algorithms  This section gives every reader a sufficient background and vocabulary to understand these probabilistic and statistical approaches covered in the later chapters of the book.
We represent probability distribution collection index 16 second index corresponds 16	 We can represent our probability distribution as a collection of probabilities where the first index corresponds to pred  16  the second index corresponds to porange  16  and so on.
text mining usually The estimate accurate probabilistic is.	 In our text mining tasks we usually try to estimate θ given some knowledge about  The different methods to estimate θ will determine how accurate or useful the probabilistic model is.
drawn variable x drawn θ random variable takes certain ∼ red	 We read this as x is drawn from theta or the random variable x is drawn from the probability distribution θ   The random variable x takes on each value from with a certain probability defined by θ   For example if we had x ∼ θ ′ then there is a 2 3 chance that x is either red or orange.
θ probability	 Thus if we have some word w we can write pw  θ read as the probability of w given θ .
If 0.	 If w is the word data we might have pw  data  θ  0.
003 003 considered	003 or equivalently pθw  data 0 003  In our examples we have only considered discrete probability distributions.
examples considered That models assign reality continuous probability distributions infinite countable.	 In our examples we have only considered discrete probability distributions  That is our models only assign probabilities for a finite discrete set of outcomes  In reality there are also continuous probability distributions where there are an infinite number of “events” that are not countable.
sanity models.	 We discuss them now since they are a good sanity check when designing your own models.
	1 .
The disjoint events sums one∑ 1.	 The probability of all disjoint events sums to one∑ ω∈ pθω  1.
Note strictly defined space happens random e.	 2 3 Note that strictly speaking an event is defined as a subset of the probability space  and we say that an event happens if and only if the outcome from a random experiment i e.
e.	e.
1 Joint Probabilities let’s modify original die We indicating θC 1 6 1 assume shape.	1 Joint and Conditional Probabilities For this section let’s modify our original die rolling example  We will keep the original distribution as θC indicating the color probabilities θC 1 6 1 6 1 6 1 6 1 6 1 6   Let’s also assume that each color is represented by a particular shape.
Let’s shape This like orange blue green purple respectively.	 Let’s also assume that each color is represented by a particular shape  This makes our die look like 24 Chapter 2 Background  where the colors of the shapes are red orange yellow blue green and purple respectively.
For example red xS circle green circle This notation In case 6	 For example what is the probability that xC  red and xS  circle Since there are no red circles this has probability zero  How about pxC  green xS  circle This notation signifies the joint probability of the two random variables  In this case the joint probability is 1 6 because there is only one green circle.
This notation joint probability joint 1 6 blue	 How about pxC  green xS  circle This notation signifies the joint probability of the two random variables  In this case the joint probability is 1 6 because there is only one green circle  Consider a modified die  where we changed the color of the blue circle the fourth element in the set to green.
modified changed	 Consider a modified die  where we changed the color of the blue circle the fourth element in the set to green.
What pxC green xS criteria 1 3 example die 5 7 combinations color green 12 probability measures likelihood event given event occurred.	 What would pxC  green xS  circle be Since two out of the six elements satisfy both these criteria the answer is 2 6  1 3   As another example if we had a 12sided fair die with 5 green circles and 7 other combinations of shape and color then pxC  green xS  circle  5 12   A conditional probability measures the likelihood that one event occurs given that another event has already occurred.
measures likelihood unique colors.	 A conditional probability measures the likelihood that one event occurs given that another event has already occurred  Let’s use the original die with six unique colors.
We conditional random following pX Y pY y	 We can write the conditional probabilities for two random variables X and Y based on their joint probability with the following equation pX  x  Y  y  pX  x  Y  y pY  y .
	4 2.
y observed pY true	 both x and y have been observed which is normalized by pY  y the probability that the condition is true i e.
	e.
situation ∼ That color distribution Does knowledge probability No draw	 Consider another situation where we have c1 c2 ∼ θC  That is we draw two colors from the color distribution  Does the knowledge of c1 inform the probability of c2 No since each draw is done “independently” of the other.
For example given observing word information What probability retrieval know	 For example given a document what is the probability of observing the word information and retrieval in the same sentence What is the probability of observing retrieval if we know information has occurred 2.
2 Rule rule Y X setting joint pY We pX XpX pY	2 Bayes’ Rule Bayes’ rule may be derived using the definition of conditional probability pX  Y   pX Y pY and pY  X  pY  X pX   Therefore setting the two joint probabilities equal pX  Y pY   pX Y   pY  XpX  We can simplify them as pX  Y   pY  XpX pY .
word text easily mapped flipping coin The heads 1	 For example we may be interested in modeling the presence or absence of a particular word in a text document which can be easily mapped to a coin flipping problem  There are two possible outcomes in coin flipping heads or tails  The probability of heads is denoted as θ  which means the probability of tails is 1 − θ .
possible flipping tails probability heads tails .	 There are two possible outcomes in coin flipping heads or tails  The probability of heads is denoted as θ  which means the probability of tails is 1 − θ .
probability distribution The Bernoulli distribution gives probability event—flipping	 To model the probability of success in our case “heads” we can use the Bernoulli distribution  The Bernoulli distribution gives the probability of success for a single event—flipping the coin once.
The Bernoulli distribution probability event—flipping want k binomial distribution.	 The Bernoulli distribution gives the probability of success for a single event—flipping the coin once  If we want to model n throws and find the probability of k successes we instead use the binomial distribution.
The binomial distribution	 The binomial distribution is a discrete distribution since k is an integer.
But Well break means − tails observing heads probability remaining n tails − θ .	7 But why is it this formula Well let’s break it apart  If we have n total binary trials and want to see k heads that means we must have flipped k heads and n − k tails  The probability of observing each of the k heads is θ  while the probability of observing each of the remaining n − k tails is 1 − θ .
assume flips independent simply multiply outcomes don’t additionally multiply number ways k set items What care order For particular sequence outcomes t h h respectively easy	 Since we assume all these flips are independent we simply multiply all the outcomes together  Since we don’t care about the order of the outcomes we additionally multiply by the number of possible ways to choose k items from a set of n items  What if we do care about the order of the outcomes For example what is the probability of observing the particular sequence of outcomes h t  h h t where h and t denote heads and tails respectively Well it is easy to see that the probability 2.
Since additionally possible choose k set items order probability observing outcomes h heads Well	 Since we don’t care about the order of the outcomes we additionally multiply by the number of possible ways to choose k items from a set of n items  What if we do care about the order of the outcomes For example what is the probability of observing the particular sequence of outcomes h t  h h t where h and t denote heads and tails respectively Well it is easy to see that the probability 2.
Probability 27 sequence simply i.	1 Basics of Probability and Statistics 27 of observing this sequence is simply the product of observing each event i.
4 Likelihood Now model given observed data For observe data n 5 D h h t.	 2 1 4 Maximum Likelihood Parameter Estimation Now that we have a model for our coin flipping how can we estimate its parameters given some observed data For example maybe we observe the data D that we discussed above where n  5 D  h t  h h t.
need log f − 2 0 θ 35 generally let H	 Thus we just need to solve the following equation d log f θ dθ 3 θ − 2 1 − θ 0 and we easily find that the solution is θ  35  More generally let H be the number of heads and T be the number of tails.
θ Thus value max perform transformation	 pD  θ reach its maximum  Thus the value of an arg max expression stays the same if we perform any monotonic transformation of the function inside arg max.
max perform transformation arg use logarithm	 Thus the value of an arg max expression stays the same if we perform any monotonic transformation of the function inside arg max  This is why we could use the logarithm transformation in the example above which made it easier to compute the derivative.
outcomes probability according This especially sample small motivates parameter discuss	 Note that a consequence of this is that all unobserved outcomes would have a zero probability according to MLE  This is often not reasonable especially when the data sample is small a problem that motivates Bayesian parameter estimation which we discuss below  2.
probability	0 while the probability of tails is 0.
estimation distribution treat parameter Specifically use pθ possible prior value data provide evidence prior	 In Bayesian parameter estimation we consider a distribution over all the possible values for the parameter that is we treat the parameter itself as a random variable  Specifically we may use pθ to represent a distribution over all possible values for θ  which encodes our prior belief about what value is the true value of θ  while the data D provide evidence for or against that belief  The prior belief pθ can then be updated based on the observed evidence.
Since likelihood data remains observing pθ D usually pθ That posterior times posterior characterizes value including estimate	 Since the likelihood of the data remains constant observing the constraint that pθ  D must sum to one over all possible values of θ  we usually just say pθ  D ∝ pθpD  θ  That is the posterior is proportional to the prior times the likelihood  The posterior distribution of the parameter θ fully characterizes the uncertainty of the parameter value and can be used to infer any quantity that depends on the parameter value including computing a point estimate of the parameter i.
xf xdx 12 mode Posteriori arg max	11 while in a continuous distribution EX ∫ x xf xdx 2 12 Sometimes we are interested in using the mode of the posterior distribution as our estimate of the parameter which is called Maximum a Posteriori MAP estimate given by θMAP  arg max θ pθ  D  arg max θ pD  θpθ  2.
13 30 2 deviate consideration maximizing probability according prior encoded prior address overfitting problem prior strongly prefer tails zero	13 30 Chapter 2 Background Here it is easy to see that the MAP estimate would deviate from the MLE with consideration of maximizing the probability of the parameter according to our prior belief encoded as pθ  It is through the use of appropriate prior that we can address the overfitting problem of MLE since our prior can strongly prefer an estimate where neither heads nor tails should have a zero probability.
For continuation indepth Appendix	 For a continuation and more indepth discussion of this material consult Appendix A  2.
Such model model model text	 Such a model is often called statistical language model or a generative model for text data i.
model words.	e  a probabilistic model that can be used for sampling sequences of words.
g.	g.
Learning means parameters distribution element workflow like following.	” Learning a model means estimating its parameters  In the case of a distribution over words we have one parameter for each element in V   The workflow looks like the following.
In wish individual words In step actually set word.	 In our example we wish to capture the probabilities of individual words occurring in our corpus  In the second step we need to figure out actually how to set the probabilities for each word.
second actually probabilities obvious calculate individual total words 2.	 In the second step we need to figure out actually how to set the probabilities for each word  One obvious way would be to calculate the probability of each individual word in the corpus itself  That is the count of a unique word wi divided by the total number of words 2.
One obvious calculate probability individual	 One obvious way would be to calculate the probability of each individual word in the corpus itself.
formally quantified value variable coin depicting heads representing outcomes	 The problem can be formally defined as the quantified uncertainty in predicting the value of a random variable  In the common example of a coin the two values would be 1 or 0 depicting heads or tails and the random variable representing these outcomes is X.
words variable difficult	 In other words X 1 if heads 0 if tails  The more random this random variable is the more difficult the prediction of heads or tails will be.
varies 0 1 example space heads entropy 0 log2 pX pX 1 log2 pX fair 0 .	 Thus the amount of randomness varies from 0 to 1  For our coin example where the sample space is two events heads or tails the entropy function looks like HX  −pX  0 log2 pX  0 − pX  1 log2 pX  1  For a fair coin we would have pX  1  pX  0  1 2 .
If plot heads receive shown 1 ends probability 1	 If we plot HX for our coin example against the probability of heads pX  1 we receive a plot like the one shown in Figure 2 1  At the two ends of the xaxis the probability of X  1 is either very small or very large.
probability 1 small cases function value outcome	1  At the two ends of the xaxis the probability of X  1 is either very small or very large  In both these cases the entropy function has a low value because the outcome is not very random.
Since symmetric U shape plot 1 varies.	 Since the two probabilities are symmetric we get a symmetric inverted U shape as the plot of HX as pX  1 varies.
It’s word predict	 It’s not surprising to see this word in a document thus it is easy to predict that Wthe  1.
When attempt Y X given observe taken distribution Y 0 Y Y entropy	 When we attempt to quantify uncertainties of conditional probabilities we can also define conditional entropy HX  Y  which indicates the expected uncertainty of X given that we observe Y  where the expectation is taken under the distribution of all possible values of Y   Intuitively if X is completely determined by Y  then HX  Y   0 since once we know Y  there would be no uncertainty in X whereas if X and Y are independent then HX  Y  would be the same as the original entropy of X i e.
I X Y 15 It shown X Y HY	 I X Y   HX − HX  Y   2 15 It can be shown that mutual information can be equivalently written as I X Y   HY − HY  X.
	 2.
16 It easy I tends Y correlated Y extreme Y reduction HX I X completely 0 I X HX Intuitively mutual measure variables.	16 It is easy to see that I X Y  tends to be large if X and Y are correlated whereas I X Y  would be small if X and Y are not so related indeed in the extreme case when X and Y are completely independent there would be no reduction of entropy and thus HX  HX  Y  and I X Y   0  However if X is completely determined by Y  then HX  Y   0 thus I X Y   HX  Intuitively mutual information can measure the correlation of two random variables.
Y HX I X Y Intuitively information measure correlation	 However if X is completely determined by Y  then HX  Y   0 thus I X Y   HX  Intuitively mutual information can measure the correlation of two random variables.
Clearly correlation measure X mutual information symmetric.	 Clearly as a correlation measure on X and Y  mutual information is symmetric.
concepts conditional entropy discussed later book	 Applications of these basic concepts including entropy conditional entropy and mutual information will be further discussed later in this book  2.
Machine Learning learning problems In text indepth topic book introduce learning needed	3 Machine Learning Machine learning is a very important technique for solving many problems and has very broad applications  In text data management and analysis it has also many uses  Any indepth treatment of this topic would clearly be beyond the scope of this book but here we introduce some basic concepts in machine learning that are needed to better understand the content later in the book.
techniques supervised learning unsupervised In supervised learning learn function ŷ f set value data expected value y x form	 Machine learning techniques can often be classified into two types supervised learning and unsupervised learning  In supervised learning a computer would learn how to compute a function ŷ  f x based on a set of examples of the input value x called training data and the corresponding expected output value y  It is called “supervised” because typically the y values must be provided by humans for each x and thus the computer receives a form of supervision from the humans.
learning ŷ based set input called training data output called “supervised” typically x Once able unseen compute function	 In supervised learning a computer would learn how to compute a function ŷ  f x based on a set of examples of the input value x called training data and the corresponding expected output value y  It is called “supervised” because typically the y values must be provided by humans for each x and thus the computer receives a form of supervision from the humans  Once the function is learned the computer would be able to take unseen values of x and compute the function f x.
serve x multiple correct labels called classification classification binary	 can serve as a classifier in that it can be used to map an instance x to the “right” label or multiple correct labels when appropriate  Thus the problem can be called a classification problem  The simplest case of the classification problem is when we have just two labels known as binary classification.
takes regression	3 Machine Learning 35 takes a real value the problem is often called a regression problem.
In classification far problem text categorization classification later book Chapter 15.	 In textbased applications both forms may occur although the classification problem is far more common in which case the problem is also called text categorization or text classification  We dedicate a chapter to this topic later in the book Chapter 15.
chapter topic The regression occur use text predict nontext stock prices discussed later regression data feature potential likely value	 We dedicate a chapter to this topic later in the book Chapter 15  The regression problem may occur when we use text data to predict another nontext variable such as sentiment rating or stock prices both cases are also discussed later  In classification as well as regression the input data instance x is often represented as a feature vector where each feature provides a potential clue about which y value is most likely the value of f x.
training data influence final value “Optimal” simply error e.	 What the computer learns from the training data is an optimal way to combine these features with weights on them to indicate their importance and their influence on the final function value y  “Optimal” here simply means that the prediction error on the training data is minimum i e.
correct predicted 36 Chapter 2 generate cases data apply machine	 determine how many correct labels were predicted  In applications the training data are generally 36 Chapter 2 Background all the labelled examples that we can generate and the test cases are the data points to which we would like to apply our machine learning program.
In contrast unsupervised knowing compute y x.	 In contrast to supervised learning in unsupervised learning we only have the data instances X without knowing Y  In such a case obviously we cannot really know how to compute y based on an x.
